STATE,COUNTY,FIPS,LOCATION,E_TOTPOP,EP_POV150,EP_AGE65,EP_DISABL,EP_LIMENG,EP_NOVEH,RPL_THEME1,EPL_AGE65,EPL_LIMENG,RPL_THEME2,RPL_THEME3,EPL_NOVEH,RPL_THEME4,RPL_THEMES,EP_NOINT
California,Alameda County,06001400100,Census Tract 4001; Alameda County; California,3269,7.4,27.0,11.1,0.4,6.9,0.0527,0.9155,0.0607,0.5783,0.134,0.6539,0.2353,0.1598,6.1
California,Alameda County,06001400200,Census Tract 4002; Alameda County; California,2147,8.8,25.8,8.7,0.7,9.5,0.1008,0.9015,0.0948,0.1454,0.1261,0.7654,0.5632,0.1827,1.3
California,Alameda County,06001400300,Census Tract 4003; Alameda County; California,5619,9.0,16.3,9.0,0.3,13.9,0.1872,0.6083,0.0509,0.1687,0.2432,0.8736,0.5062,0.2366,9.1
California,Alameda County,06001400400,Census Tract 4004; Alameda County; California,4278,12.1,12.9,9.3,0.5,14.1,0.0581,0.4265,0.0702,0.1609,0.1865,0.8773,0.4582,0.1451,2.5
California,Alameda County,06001400500,Census Tract 4005; Alameda County; California,3949,15.5,16.4,7.0,0.9,8.5,0.4501,0.6133,0.1136,0.0408,0.4302,0.7278,0.2419,0.2148,7.4
California,Alameda County,06001400600,Census Tract 4006; Alameda County; California,2058,10.1,7.8,9.8,0.4,9.4,0.1376,0.1268,0.0607,0.0581,0.4013,0.7619,0.7641,0.2489,5.2
California,Alameda County,06001400700,Census Tract 4007; Alameda County; California,4758,15.8,10.0,14.0,1.5,13.9,0.1806,0.2446,0.1752,0.2948,0.3557,0.8736,0.3942,0.2492,5.3
California,Alameda County,06001400800,Census Tract 4008; Alameda County; California,4335,14.5,12.8,11.3,3.1,10.0,0.2271,0.421,0.313,0.2762,0.3215,0.782,0.5022,0.296,1.6
California,Alameda County,06001400900,Census Tract 4009; Alameda County; California,2844,10.7,4.8,8.6,4.8,4.5,0.274,0.0368,0.4313,0.0534,0.4741,0.4934,0.2781,0.1687,0.7
California,Alameda County,06001401000,Census Tract 4010; Alameda County; California,6277,13.8,6.9,11.0,2.6,15.5,0.3656,0.0894,0.2697,0.051,0.5133,0.8968,0.6076,0.3187,4.0
California,Alameda County,06001401100,Census Tract 4011; Alameda County; California,5537,17.4,7.6,7.5,5.8,15.5,0.5718,0.1185,0.4893,0.0628,0.423,0.8968,0.7858,0.4854,5.5
California,Alameda County,06001401200,Census Tract 4012; Alameda County; California,2994,11.5,11.0,7.1,1.9,11.4,0.1753,0.3082,0.2097,0.0198,0.2567,0.8225,0.3941,0.094,2.8
California,Alameda County,06001401300,Census Tract 4013; Alameda County; California,4608,16.9,11.3,8.1,6.0,31.2,0.3515,0.3275,0.4984,0.0782,0.4866,0.9779,0.9149,0.4582,12.8
California,Alameda County,06001401400,Census Tract 4014; Alameda County; California,5392,41.4,7.9,16.3,5.2,16.4,0.8105,0.1318,0.4552,0.3868,0.5976,0.907,0.8372,0.7632,13.3
California,Alameda County,06001401500,Census Tract 4015; Alameda County; California,3035,26.7,5.8,14.7,4.1,29.0,0.6551,0.058,0.3853,0.3367,0.6432,0.9733,0.698,0.6312,19.9
California,Alameda County,06001401600,Census Tract 4016; Alameda County; California,2403,26.0,5.1,8.7,5.0,11.0,0.6583,0.0428,0.4443,0.2659,0.6847,0.8125,0.8381,0.6743,13.1
California,Alameda County,06001401700,Census Tract 4017; Alameda County; California,3276,17.6,4.0,4.5,0.9,4.3,0.346,0.024,0.1136,0.0274,0.3855,0.4761,0.5552,0.2382,2.6
California,Alameda County,06001401800,Census Tract 4018; Alameda County; California,1709,23.3,7.4,9.2,5.4,27.7,0.495,0.1093,0.4659,0.3344,0.612,0.9709,0.7834,0.5744,7.8
California,Alameda County,06001402200,Census Tract 4022; Alameda County; California,2337,24.2,10.6,18.3,5.5,18.6,0.5555,0.2816,0.472,0.4964,0.5287,0.9302,0.3739,0.5025,5.2
California,Alameda County,06001402400,Census Tract 4024; Alameda County; California,2623,42.7,18.3,17.3,11.2,38.2,0.8565,0.7007,0.6957,0.9258,0.7561,0.9863,0.7708,0.9017,19.9
California,Alameda County,06001402500,Census Tract 4025; Alameda County; California,2010,48.7,10.3,12.9,7.4,36.2,0.8031,0.2628,0.5656,0.7019,0.7244,0.9845,0.6197,0.7741,14.4
California,Alameda County,06001402600,Census Tract 4026; Alameda County; California,1300,37.6,26.6,24.2,17.6,30.4,0.7471,0.9118,0.8449,0.9639,0.8189,0.9761,0.663,0.8528,20.8
California,Alameda County,06001402700,Census Tract 4027; Alameda County; California,2039,23.1,11.1,14.8,4.8,25.9,0.5573,0.3135,0.4313,0.1576,0.5976,0.965,0.6578,0.5133,24.9
California,Alameda County,06001402801,Census Tract 4028.01; Alameda County; California,3254,19.2,17.5,17.0,5.2,43.1,0.5785,0.6657,0.4552,0.8469,0.5853,0.9895,0.9896,0.8618,15.0
California,Alameda County,06001402802,Census Tract 4028.02; Alameda County; California,1430,50.9,31.5,26.4,3.0,62.2,0.8364,0.9579,0.3051,0.4425,0.6284,0.9956,0.8936,0.8149,37.5
California,Alameda County,06001402900,Census Tract 4029; Alameda County; California,1828,45.0,33.3,21.0,26.1,58.8,0.7128,0.9675,0.9447,0.7467,0.6647,0.9949,0.931,0.8433,21.8
California,Alameda County,06001403000,Census Tract 4030; Alameda County; California,2897,44.9,37.7,25.0,35.2,55.4,0.7785,0.9793,0.9866,0.8645,0.835,0.994,0.7126,0.8374,26.2
California,Alameda County,06001403100,Census Tract 4031; Alameda County; California,1941,25.8,15.7,12.6,9.9,36.8,0.5427,0.5795,0.6586,0.196,0.4486,0.9852,0.8997,0.5915,14.5
California,Alameda County,06001403301,Census Tract 4033.01; Alameda County; California,1830,29.0,25.5,20.3,44.6,36.8,0.5511,0.8966,0.9972,0.9839,0.8065,0.9852,0.7216,0.8032,29.7
California,Alameda County,06001403302,Census Tract 4033.02; Alameda County; California,2556,4.8,6.1,2.1,1.8,16.3,0.0122,0.0658,0.1998,0.0037,0.3202,0.9064,0.7775,0.0628,1.2
California,Alameda County,06001403401,Census Tract 4034.01; Alameda County; California,2717,24.1,31.0,15.6,9.2,39.0,0.5537,0.9545,0.6356,0.693,0.417,0.9872,0.8109,0.6754,8.8
California,Alameda County,06001403402,Census Tract 4034.02; Alameda County; California,1134,17.5,10.1,9.5,3.1,38.4,0.602,0.2511,0.313,0.0247,0.4075,0.9865,0.6456,0.3924,12.9
California,Alameda County,06001403501,Census Tract 4035.01; Alameda County; California,4904,23.4,19.1,13.9,6.6,27.6,0.4882,0.7338,0.5281,0.3518,0.4614,0.9705,0.7715,0.5479,6.1
California,Alameda County,06001403502,Census Tract 4035.02; Alameda County; California,1919,12.9,11.7,13.4,0.3,16.2,0.2326,0.351,0.0509,0.1833,0.3479,0.9054,0.7804,0.3668,5.3
California,Alameda County,06001403600,Census Tract 4036; Alameda County; California,5056,13.4,9.2,10.5,2.3,12.2,0.2116,0.202,0.2457,0.0387,0.4614,0.8409,0.8336,0.2993,9.3
California,Alameda County,06001403701,Census Tract 4037.01; Alameda County; California,2909,21.0,22.4,18.5,0.4,25.9,0.2361,0.8383,0.0607,0.2752,0.423,0.965,0.8533,0.441,11.8
California,Alameda County,06001403702,Census Tract 4037.02; Alameda County; California,2238,11.7,11.0,6.8,1.9,17.0,0.1382,0.3082,0.2097,0.0828,0.2843,0.9152,0.7216,0.242,5.0
California,Alameda County,06001403800,Census Tract 4038; Alameda County; California,4008,11.2,15.5,8.4,0.2,10.1,0.15,0.5689,0.0421,0.0445,0.2091,0.7859,0.6965,0.1931,3.0
California,Alameda County,06001403900,Census Tract 4039; Alameda County; California,3883,10.1,17.8,11.4,1.0,9.1,0.3004,0.6795,0.1238,0.1053,0.1999,0.7507,0.8975,0.4035,3.8
California,Alameda County,06001404000,Census Tract 4040; Alameda County; California,3145,14.7,13.8,7.5,0.0,10.7,0.348,0.4766,0.0,0.0307,0.328,0.8031,0.3805,0.1841,1.2
California,Alameda County,06001404101,Census Tract 4041.01; Alameda County; California,3208,5.5,18.5,10.8,0.0,14.1,0.0335,0.7104,0.0,0.0484,0.0883,0.8773,0.8067,0.1493,3.1
California,Alameda County,06001404102,Census Tract 4041.02; Alameda County; California,2701,13.0,30.6,20.5,3.3,29.5,0.1704,0.9512,0.3293,0.5622,0.3043,0.9742,0.8466,0.4581,15.8
California,Alameda County,06001404200,Census Tract 4042; Alameda County; California,3894,3.2,20.1,9.9,0.8,1.8,0.0572,0.7705,0.1045,0.5061,0.1559,0.2296,0.3189,0.1767,0.6
California,Alameda County,06001404300,Census Tract 4043; Alameda County; California,3587,4.8,20.9,4.7,0.0,3.0,0.0323,0.7959,0.0,0.0967,0.0759,0.3607,0.0919,0.0174,1.5
California,Alameda County,06001404400,Census Tract 4044; Alameda County; California,5823,3.7,19.5,5.9,1.8,2.9,0.0176,0.7482,0.1998,0.1118,0.2421,0.3497,0.1301,0.0303,8.3
California,Alameda County,06001404501,Census Tract 4045.01; Alameda County; California,1820,1.5,22.6,3.1,1.2,3.4,0.0046,0.8424,0.1455,0.2662,0.1668,0.4001,0.0273,0.0107,1.3
California,Alameda County,06001404502,Census Tract 4045.02; Alameda County; California,6110,3.0,22.2,5.8,3.4,1.2,0.0178,0.8329,0.3366,0.1452,0.165,0.1547,0.0478,0.0123,1.2
California,Alameda County,06001404600,Census Tract 4046; Alameda County; California,4934,6.5,24.0,8.6,0.3,3.7,0.089,0.8711,0.0509,0.3443,0.2472,0.4264,0.2003,0.1351,0.5
California,Alameda County,06001404700,Census Tract 4047; Alameda County; California,2187,4.4,21.2,10.2,0.0,0.0,0.03,0.806,0.0,0.0889,0.1507,0.0,0.0137,0.0039,0.6
California,Alameda County,06001404800,Census Tract 4048; Alameda County; California,2744,14.6,22.6,16.1,3.3,22.3,0.3949,0.8424,0.3293,0.479,0.308,0.953,0.4241,0.4018,9.6
California,Alameda County,06001404900,Census Tract 4049; Alameda County; California,4669,9.3,20.6,7.7,4.6,9.2,0.0926,0.7863,0.4182,0.3566,0.2898,0.7548,0.4356,0.2194,5.6
California,Alameda County,06001405000,Census Tract 4050; Alameda County; California,3665,5.1,17.9,5.9,3.9,5.0,0.083,0.6842,0.3721,0.2089,0.2621,0.5331,0.5077,0.196,3.5
California,Alameda County,06001405100,Census Tract 4051; Alameda County; California,4508,5.4,20.5,6.5,0.5,1.0,0.0014,0.7837,0.0702,0.1824,0.1622,0.1284,0.0074,0.0019,2.9
California,Alameda County,06001405200,Census Tract 4052; Alameda County; California,4913,12.9,15.0,11.7,7.3,14.0,0.2023,0.5403,0.5596,0.2403,0.5071,0.8756,0.6761,0.3538,9.3
California,Alameda County,06001405301,Census Tract 4053.01; Alameda County; California,2872,16.5,12.4,8.0,3.7,18.6,0.3392,0.3957,0.3586,0.054,0.3526,0.9302,0.6587,0.3015,8.7
California,Alameda County,06001405302,Census Tract 4053.02; Alameda County; California,2559,27.5,21.6,19.8,18.0,30.7,0.5878,0.8159,0.8523,0.5631,0.5048,0.9771,0.5771,0.5938,14.3
California,Alameda County,06001405401,Census Tract 4054.01; Alameda County; California,3541,23.5,11.2,14.1,13.9,26.2,0.6883,0.3196,0.7687,0.5484,0.6024,0.9662,0.8592,0.7518,11.6
California,Alameda County,06001405402,Census Tract 4054.02; Alameda County; California,3673,33.6,14.0,12.6,22.9,17.0,0.7337,0.4871,0.9142,0.7683,0.6614,0.9152,0.9091,0.8454,11.6
California,Alameda County,06001405500,Census Tract 4055; Alameda County; California,3537,21.0,16.5,10.9,14.0,19.6,0.5461,0.6185,0.771,0.5731,0.648,0.9381,0.4341,0.5478,8.3
California,Alameda County,06001405600,Census Tract 4056; Alameda County; California,3044,25.9,7.9,14.9,5.6,19.6,0.6244,0.1318,0.4777,0.1709,0.5405,0.9381,0.5203,0.5024,9.2
California,Alameda County,06001405700,Census Tract 4057; Alameda County; California,3522,36.4,8.6,5.7,17.5,9.4,0.7053,0.1668,0.8427,0.1119,0.733,0.7619,0.7927,0.6316,4.7
California,Alameda County,06001405800,Census Tract 4058; Alameda County; California,4182,33.5,9.6,10.9,23.6,7.8,0.8544,0.2235,0.9229,0.7268,0.782,0.6976,0.2799,0.7077,11.3
California,Alameda County,06001405901,Census Tract 4059.01; Alameda County; California,3757,33.7,9.4,10.5,15.5,16.9,0.8393,0.2122,0.805,0.9021,0.8993,0.9139,0.7449,0.8942,14.1
California,Alameda County,06001405902,Census Tract 4059.02; Alameda County; California,3138,30.8,9.7,12.6,19.3,13.4,0.879,0.2287,0.8719,0.4462,0.7717,0.8646,0.5281,0.7313,13.7
California,Alameda County,06001406000,Census Tract 4060; Alameda County; California,4735,27.9,16.1,13.3,18.7,24.1,0.6731,0.5993,0.8634,0.7662,0.699,0.9598,0.8585,0.8038,12.9
California,Alameda County,06001406100,Census Tract 4061; Alameda County; California,4939,28.8,13.6,7.5,10.7,12.0,0.7933,0.4657,0.6837,0.2359,0.6907,0.8372,0.8534,0.7369,16.3
California,Alameda County,06001406201,Census Tract 4062.01; Alameda County; California,5072,39.3,8.6,10.1,21.8,18.4,0.9155,0.1668,0.9016,0.8105,0.8882,0.929,0.8836,0.9387,14.5
California,Alameda County,06001406202,Census Tract 4062.02; Alameda County; California,4733,31.1,14.4,14.8,22.3,27.6,0.8376,0.5096,0.9087,0.922,0.8691,0.9705,0.9981,0.9872,22.5
California,Alameda County,06001406300,Census Tract 4063; Alameda County; California,4556,29.2,13.2,9.2,17.8,7.0,0.6705,0.4449,0.8489,0.8561,0.7995,0.6597,0.9096,0.8584,16.1
California,Alameda County,06001406400,Census Tract 4064; Alameda County; California,2598,31.0,33.0,20.4,16.0,15.7,0.5021,0.966,0.8143,0.9621,0.6231,0.8997,0.8945,0.802,14.4
California,Alameda County,06001406500,Census Tract 4065; Alameda County; California,6494,24.5,14.5,9.0,15.9,11.8,0.7683,0.5149,0.8128,0.8025,0.7788,0.8322,0.9352,0.894,14.0
California,Alameda County,06001406601,Census Tract 4066.01; Alameda County; California,4531,19.4,16.1,15.8,11.9,2.5,0.761,0.5993,0.7177,0.4261,0.6302,0.3086,0.2629,0.5638,8.1
California,Alameda County,06001406602,Census Tract 4066.02; Alameda County; California,2540,24.0,14.6,9.3,11.6,16.1,0.8085,0.5192,0.7079,0.7601,0.7535,0.904,0.8617,0.8663,10.9
California,Alameda County,06001406700,Census Tract 4067; Alameda County; California,5380,4.6,17.6,12.6,7.2,4.2,0.165,0.6698,0.5557,0.3143,0.3804,0.4678,0.2455,0.2,5.5
California,Alameda County,06001406800,Census Tract 4068; Alameda County; California,3971,6.3,18.3,9.3,2.8,2.2,0.2479,0.7007,0.2871,0.4373,0.5659,0.2745,0.3349,0.3256,8.4
California,Alameda County,06001406900,Census Tract 4069; Alameda County; California,3865,12.6,17.9,7.2,7.3,5.8,0.3216,0.6842,0.5596,0.2138,0.4465,0.5895,0.3632,0.2975,4.8
California,Alameda County,06001407000,Census Tract 4070; Alameda County; California,6202,25.3,16.3,8.7,13.5,10.4,0.5846,0.6083,0.7608,0.7055,0.6894,0.7935,0.9502,0.7926,10.4
California,Alameda County,06001407101,Census Tract 4071.01; Alameda County; California,4053,44.8,11.1,8.2,19.5,11.4,0.9713,0.3135,0.8742,0.6393,0.7844,0.8225,0.5578,0.8419,24.0
California,Alameda County,06001407102,Census Tract 4071.02; Alameda County; California,4268,28.5,9.3,6.0,14.2,24.9,0.7052,0.2075,0.7762,0.5569,0.8535,0.9622,0.435,0.6545,17.2
California,Alameda County,06001407200,Census Tract 4072; Alameda County; California,6544,33.8,8.9,8.0,19.7,15.1,0.8475,0.1859,0.877,0.6254,0.7461,0.8922,0.9956,0.9437,22.0
California,Alameda County,06001407300,Census Tract 4073; Alameda County; California,2459,32.9,7.7,10.8,19.9,8.3,0.947,0.1213,0.8793,0.6452,0.795,0.7208,0.8591,0.9098,6.5
California,Alameda County,06001407400,Census Tract 4074; Alameda County; California,4242,29.4,13.9,15.2,14.2,15.6,0.821,0.4827,0.7762,0.9684,0.8815,0.8988,0.7834,0.9209,23.6
California,Alameda County,06001407500,Census Tract 4075; Alameda County; California,3988,42.6,9.3,12.5,7.8,20.7,0.9062,0.2075,0.5812,0.9005,0.8645,0.9448,0.9841,0.9789,28.6
California,Alameda County,06001407600,Census Tract 4076; Alameda County; California,6459,11.6,10.3,13.0,10.2,3.6,0.5763,0.2628,0.6682,0.7424,0.6011,0.4191,0.4767,0.6104,5.2
California,Alameda County,06001407700,Census Tract 4077; Alameda County; California,4238,4.3,14.8,11.4,3.0,4.3,0.3107,0.5284,0.3051,0.3745,0.3932,0.4761,0.2869,0.2997,8.5
California,Alameda County,06001407800,Census Tract 4078; Alameda County; California,2769,15.6,11.2,9.5,6.2,7.1,0.4951,0.3196,0.5068,0.3775,0.4904,0.6651,0.8661,0.6049,10.5
California,Alameda County,06001407900,Census Tract 4079; Alameda County; California,3088,5.9,15.1,6.6,2.0,0.7,0.1048,0.5468,0.2186,0.4002,0.3399,0.0935,0.3056,0.202,2.4
California,Alameda County,06001408000,Census Tract 4080; Alameda County; California,2860,4.1,24.2,17.6,0.7,5.7,0.0965,0.8754,0.0948,0.4056,0.2201,0.5833,0.4733,0.2363,8.3
California,Alameda County,06001408100,Census Tract 4081; Alameda County; California,7313,6.6,18.5,7.4,2.4,0.4,0.1712,0.7104,0.2542,0.1171,0.47,0.0671,0.0322,0.0583,3.4
California,Alameda County,06001408200,Census Tract 4082; Alameda County; California,4471,18.6,16.5,6.8,5.7,16.9,0.432,0.6185,0.4831,0.4766,0.7084,0.9139,0.3626,0.4555,12.5
California,Alameda County,06001408300,Census Tract 4083; Alameda County; California,4791,16.7,13.1,12.3,2.6,5.3,0.532,0.438,0.2697,0.1648,0.6432,0.5544,0.2549,0.3736,11.8
California,Alameda County,06001408400,Census Tract 4084; Alameda County; California,4077,24.3,12.4,22.0,13.4,16.7,0.8021,0.3957,0.7577,0.9134,0.9098,0.9107,0.8196,0.9041,25.7
California,Alameda County,06001408500,Census Tract 4085; Alameda County; California,5634,22.3,9.1,10.1,17.3,15.2,0.7479,0.1969,0.84,0.7915,0.9418,0.8932,0.8558,0.8669,24.5
California,Alameda County,06001408600,Census Tract 4086; Alameda County; California,6519,26.4,10.0,8.9,9.6,3.8,0.6958,0.2446,0.6472,0.6442,0.879,0.4348,0.5212,0.6985,12.3
California,Alameda County,06001408700,Census Tract 4087; Alameda County; California,7456,37.2,10.9,8.9,11.0,9.3,0.8004,0.3011,0.6906,0.6367,0.827,0.7584,0.8008,0.8228,12.3
California,Alameda County,06001408800,Census Tract 4088; Alameda County; California,7968,37.2,7.4,10.7,11.6,26.5,0.8902,0.1093,0.7079,0.8555,0.916,0.9668,0.8165,0.9205,23.9
California,Alameda County,06001408900,Census Tract 4089; Alameda County; California,3956,40.0,10.1,11.0,7.9,13.5,0.9885,0.2511,0.5853,0.6123,0.9116,0.8671,0.9925,0.9851,27.8
California,Alameda County,06001409000,Census Tract 4090; Alameda County; California,5039,25.9,9.5,14.6,7.8,6.3,0.7025,0.2179,0.5812,0.9284,0.9302,0.6198,0.7861,0.8633,15.3
California,Alameda County,06001409100,Census Tract 4091; Alameda County; California,2532,20.2,9.6,18.9,12.0,24.1,0.5566,0.2235,0.7199,0.7908,0.8096,0.9598,0.3998,0.6185,16.2
California,Alameda County,06001409200,Census Tract 4092; Alameda County; California,3615,20.3,9.6,9.2,20.0,7.8,0.7289,0.2235,0.8809,0.5539,0.9692,0.6976,0.7467,0.7735,19.3
California,Alameda County,06001409300,Census Tract 4093; Alameda County; California,5743,29.7,6.5,7.4,10.1,11.2,0.7192,0.0764,0.6652,0.3995,0.9496,0.8186,0.7547,0.7331,18.5
California,Alameda County,06001409400,Census Tract 4094; Alameda County; California,4710,29.6,6.9,12.5,11.6,5.9,0.729,0.0894,0.7079,0.5409,0.9064,0.5944,0.7161,0.7531,21.4
California,Alameda County,06001409500,Census Tract 4095; Alameda County; California,4291,38.0,7.3,13.7,16.4,12.1,0.9249,0.1038,0.8219,0.934,0.782,0.8392,0.7279,0.9251,27.6
California,Alameda County,06001409600,Census Tract 4096; Alameda County; California,5139,30.3,10.1,9.9,14.8,9.0,0.8752,0.2511,0.7886,0.4142,0.9302,0.7464,0.4936,0.7323,19.5
California,Alameda County,06001409700,Census Tract 4097; Alameda County; California,5240,44.2,7.2,13.3,6.0,20.8,0.8582,0.0987,0.4984,0.8479,0.8432,0.9451,0.9737,0.9567,23.1
California,Alameda County,06001409800,Census Tract 4098; Alameda County; California,3511,12.6,10.9,9.1,1.0,14.7,0.4527,0.3011,0.1238,0.1396,0.6978,0.8864,0.5885,0.4438,12.2
California,Alameda County,06001409900,Census Tract 4099; Alameda County; California,3983,8.2,23.4,8.0,1.2,1.3,0.0887,0.8602,0.1455,0.1516,0.6253,0.1656,0.1534,0.1105,2.5
California,Alameda County,06001410000,Census Tract 4100; Alameda County; California,3177,8.6,32.3,14.6,1.0,3.5,0.2051,0.9623,0.1238,0.3,0.5201,0.4092,0.0188,0.0956,11.0
California,Alameda County,06001410100,Census Tract 4101; Alameda County; California,3172,22.0,13.3,13.4,5.4,8.3,0.4361,0.4496,0.4659,0.813,0.8148,0.7208,0.8484,0.7152,11.7
California,Alameda County,06001410200,Census Tract 4102; Alameda County; California,3238,16.1,11.8,9.3,5.2,9.7,0.4363,0.3577,0.4552,0.5724,0.7995,0.7728,0.5808,0.5616,10.4
California,Alameda County,06001410300,Census Tract 4103; Alameda County; California,3893,32.4,4.2,6.7,16.8,9.3,0.945,0.0269,0.8294,0.702,0.9545,0.7584,0.2308,0.7593,10.3
California,Alameda County,06001410400,Census Tract 4104; Alameda County; California,4687,27.9,12.1,12.8,12.4,15.4,0.6119,0.378,0.7325,0.6723,0.9044,0.8955,0.887,0.7905,12.8
California,Alameda County,06001410500,Census Tract 4105; Alameda County; California,3081,45.1,10.3,17.3,3.9,23.6,0.7105,0.2628,0.3721,0.9093,0.6464,0.958,0.6094,0.7779,15.0
California,Alameda County,06001420100,Census Tract 4201; Alameda County; California,2631,6.0,18.4,5.5,2.4,5.6,0.0713,0.7051,0.2542,0.4316,0.2898,0.5756,0.1228,0.1129,1.7
California,Alameda County,06001420200,Census Tract 4202; Alameda County; California,3275,8.8,14.5,4.5,3.9,7.1,0.1383,0.5149,0.3721,0.2993,0.4965,0.6651,0.4907,0.2764,3.0
California,Alameda County,06001420301,Census Tract 4203.01; Alameda County; California,2645,4.6,17.1,3.5,4.7,5.3,0.0573,0.6468,0.4252,0.1098,0.4632,0.5544,0.5664,0.1842,8.3
California,Alameda County,06001420302,Census Tract 4203.02; Alameda County; California,2446,5.9,12.0,6.4,2.9,11.3,0.082,0.3713,0.2975,0.2179,0.5005,0.8204,0.3302,0.1725,5.5
California,Alameda County,06001420401,Census Tract 4204.01; Alameda County; California,1333,45.5,8.4,10.6,11.9,28.4,0.4862,0.1562,0.7177,0.6313,0.5287,0.9721,0.9608,0.7194,68.4
California,Alameda County,06001420402,Census Tract 4204.02; Alameda County; California,1661,31.8,1.0,5.2,3.6,18.9,0.5633,0.0076,0.3516,0.0451,0.5287,0.9326,0.8961,0.5239,56.7
California,Alameda County,06001420500,Census Tract 4205; Alameda County; California,2548,10.1,12.2,7.2,2.0,8.7,0.192,0.3835,0.2186,0.474,0.3479,0.7359,0.6229,0.3697,5.9
California,Alameda County,06001420600,Census Tract 4206; Alameda County; California,3488,7.4,18.0,5.8,1.3,2.3,0.1087,0.6891,0.1557,0.2867,0.19,0.2877,0.2092,0.1303,2.9
California,Alameda County,06001421100,Census Tract 4211; Alameda County; California,2108,4.3,30.7,8.0,1.5,3.6,0.0962,0.9523,0.1752,0.1384,0.0672,0.4191,0.0247,0.018,1.8
California,Alameda County,06001421200,Census Tract 4212; Alameda County; California,3557,0.9,35.6,9.9,0.0,2.9,0.0118,0.9742,0.0,0.205,0.1296,0.3497,0.0146,0.0069,2.9
California,Alameda County,06001421300,Census Tract 4213; Alameda County; California,4011,6.7,30.0,9.1,0.0,3.8,0.073,0.9466,0.0,0.1449,0.1005,0.4348,0.2483,0.0854,3.9
California,Alameda County,06001421400,Census Tract 4214; Alameda County; California,1638,16.5,39.7,11.5,1.5,4.0,0.0778,0.9826,0.1752,0.2887,0.061,0.4513,0.0573,0.0452,1.3
California,Alameda County,06001421500,Census Tract 4215; Alameda County; California,4064,8.4,26.6,8.7,1.3,2.0,0.0906,0.9118,0.1557,0.1603,0.0345,0.2521,0.121,0.0532,2.3
California,Alameda County,06001421600,Census Tract 4216; Alameda County; California,3854,11.8,25.5,10.3,0.0,3.5,0.0801,0.8966,0.0,0.1338,0.1112,0.4092,0.3537,0.1118,2.0
California,Alameda County,06001421700,Census Tract 4217; Alameda County; California,3421,21.0,25.3,12.6,4.1,13.8,0.2472,0.8942,0.3853,0.3984,0.173,0.872,0.7787,0.4079,13.0
California,Alameda County,06001421800,Census Tract 4218; Alameda County; California,2260,7.1,22.1,9.1,1.1,6.1,0.034,0.8302,0.1343,0.0732,0.1229,0.6075,0.3153,0.0595,2.3
California,Alameda County,06001421900,Census Tract 4219; Alameda County; California,4141,7.0,17.0,7.7,2.3,10.6,0.0475,0.6417,0.2457,0.1412,0.3307,0.8001,0.2951,0.1042,6.0
California,Alameda County,06001422000,Census Tract 4220; Alameda County; California,2453,13.8,16.7,13.5,1.0,10.0,0.1046,0.6282,0.1238,0.303,0.3399,0.782,0.8404,0.3566,2.2
California,Alameda County,06001422100,Census Tract 4221; Alameda County; California,3200,9.0,18.3,13.0,1.8,9.1,0.205,0.7007,0.1998,0.4092,0.3716,0.7507,0.2874,0.2554,2.3
California,Alameda County,06001422200,Census Tract 4222; Alameda County; California,3280,6.9,12.3,7.7,1.3,11.3,0.1452,0.3889,0.1557,0.067,0.2016,0.8204,0.4368,0.1436,8.4
California,Alameda County,06001422300,Census Tract 4223; Alameda County; California,3567,12.7,19.5,7.9,2.4,23.8,0.3697,0.7482,0.2542,0.12,0.308,0.9587,0.5847,0.3383,6.3
California,Alameda County,06001422400,Census Tract 4224; Alameda County; California,4187,20.5,11.5,10.0,1.0,33.6,0.4604,0.3396,0.1238,0.0216,0.4667,0.9813,0.5223,0.2784,5.7
California,Alameda County,06001422500,Census Tract 4225; Alameda County; California,4467,35.9,8.8,6.0,2.5,21.8,0.6437,0.1803,0.2624,0.0103,0.3944,0.9499,0.8665,0.4532,2.3
California,Alameda County,06001422700,Census Tract 4227; Alameda County; California,4803,53.6,2.7,10.2,0.6,38.2,0.5809,0.0133,0.0829,0.0073,0.4835,0.9863,0.9598,0.4775,13.0
California,Alameda County,06001422800,Census Tract 4228; Alameda County; California,8980,70.2,0.9,6.9,0.7,71.1,0.7162,0.0072,0.0948,0.0018,0.574,0.9973,0.9174,0.4887,4.0
California,Alameda County,06001422901,Census Tract 4229.01; Alameda County; California,2024,41.8,7.3,5.3,3.7,43.9,0.6468,0.1038,0.3586,0.0062,0.4385,0.9898,0.8819,0.4525,12.7
California,Alameda County,06001422902,Census Tract 4229.02; Alameda County; California,3022,53.9,2.2,8.7,1.1,50.7,0.4787,0.0112,0.1343,0.0196,0.5486,0.9929,0.9361,0.4588,11.0
California,Alameda County,06001423000,Census Tract 4230; Alameda County; California,4549,11.6,13.4,9.0,2.4,12.2,0.2305,0.4546,0.2542,0.0648,0.2577,0.8409,0.56,0.221,3.0
California,Alameda County,06001423100,Census Tract 4231; Alameda County; California,4275,34.8,20.6,21.9,4.1,31.3,0.4956,0.7863,0.3853,0.6864,0.4317,0.978,0.9528,0.717,7.5
California,Alameda County,06001423200,Census Tract 4232; Alameda County; California,3003,25.4,9.8,16.6,2.9,25.2,0.4426,0.2341,0.2975,0.2871,0.4515,0.9636,0.6496,0.4725,11.6
