STATE,COUNTY,FIPS,LOCATION,E_TOTPOP,EP_POV150,EP_AGE65,EP_DISABL,EP_LIMENG,EP_NOVEH,RPL_THEME1,EPL_AGE65,EPL_LIMENG,RPL_THEME2,RPL_THEME3,EPL_NOVEH,RPL_THEME4,RPL_THEMES,EP_NOINT
California,Los Angeles County,06037139402,Census Tract 1394.02; Los Angeles County; California,2893,12.6,21.8,9.4,0.9,0.4,0.1569,0.8211,0.1136,0.3716,0.0815,0.0671,0.0059,0.0389,3.8
California,Los Angeles County,06037139502,Census Tract 1395.02; Los Angeles County; California,3113,6.9,17.7,7.9,5.4,4.6,0.2348,0.6743,0.4659,0.1884,0.1205,0.5013,0.5019,0.2493,4.6
California,Los Angeles County,06037139504,Census Tract 1395.04; Los Angeles County; California,3741,28.9,19.4,13.3,9.2,10.9,0.7982,0.7444,0.6356,0.6656,0.0653,0.8091,0.5328,0.6541,4.9
California,Los Angeles County,06037139505,Census Tract 1395.05; Los Angeles County; California,2485,30.9,18.4,15.1,13.9,20.6,0.7715,0.7051,0.7687,0.6476,0.3833,0.944,0.5609,0.6873,11.1
California,Los Angeles County,06037139506,Census Tract 1395.06; Los Angeles County; California,2889,16.5,18.5,8.7,7.9,3.7,0.4303,0.7104,0.5853,0.6146,0.1706,0.4264,0.3911,0.4246,3.4
California,Los Angeles County,06037139600,Census Tract 1396; Los Angeles County; California,5134,6.6,24.3,7.6,1.2,5.3,0.3213,0.8773,0.1455,0.2004,0.0667,0.5544,0.384,0.2509,6.4
California,Los Angeles County,06037139701,Census Tract 1397.01; Los Angeles County; California,5388,15.9,25.1,13.6,4.8,7.4,0.4027,0.8899,0.4313,0.3901,0.0142,0.68,0.4471,0.3512,6.3
California,Los Angeles County,06037139703,Census Tract 1397.03; Los Angeles County; California,2438,5.4,27.2,9.5,5.1,2.1,0.2334,0.9184,0.4506,0.5086,0.0721,0.2632,0.1793,0.2083,4.5
California,Los Angeles County,06037139704,Census Tract 1397.04; Los Angeles County; California,2597,8.4,23.9,5.7,2.5,3.1,0.1369,0.8694,0.2624,0.5821,0.0044,0.3708,0.1704,0.1648,2.1
California,Los Angeles County,06037139705,Census Tract 1397.05; Los Angeles County; California,4097,1.7,24.3,10.3,2.8,5.2,0.0457,0.8773,0.2871,0.3908,0.0369,0.5482,0.0292,0.0298,3.4
California,Los Angeles County,06037139801,Census Tract 1398.01; Los Angeles County; California,3498,5.9,22.4,7.6,3.2,0.8,0.1936,0.8383,0.3223,0.2129,0.0323,0.1055,0.0082,0.0304,3.4
California,Los Angeles County,06037139802,Census Tract 1398.02; Los Angeles County; California,3887,9.6,24.7,9.9,1.3,0.0,0.157,0.8836,0.1557,0.2934,0.0785,0.0,0.0116,0.0375,2.9
California,Los Angeles County,06037141101,Census Tract 1411.01; Los Angeles County; California,4434,12.0,7.3,7.0,1.6,4.2,0.4969,0.1038,0.1839,0.0377,0.2121,0.4678,0.2657,0.2137,0.4
California,Los Angeles County,06037141102,Census Tract 1411.02; Los Angeles County; California,2961,18.1,11.5,8.7,0.7,6.3,0.6037,0.3396,0.0948,0.0406,0.2233,0.6198,0.534,0.3629,1.6
California,Los Angeles County,06037141201,Census Tract 1412.01; Los Angeles County; California,3960,15.4,9.0,5.7,3.2,2.8,0.4413,0.1923,0.3223,0.0331,0.2262,0.3403,0.3559,0.2121,4.2
California,Los Angeles County,06037141202,Census Tract 1412.02; Los Angeles County; California,2958,16.3,17.1,3.9,1.2,1.2,0.4126,0.6468,0.1455,0.0396,0.1194,0.1547,0.331,0.1874,4.2
California,Los Angeles County,06037141303,Census Tract 1413.03; Los Angeles County; California,3231,16.6,11.9,12.1,8.3,13.7,0.5956,0.3642,0.6015,0.2705,0.198,0.8704,0.4203,0.4393,3.1
California,Los Angeles County,06037141304,Census Tract 1413.04; Los Angeles County; California,3011,15.4,19.4,11.2,0.6,14.0,0.3563,0.7444,0.0829,0.108,0.0327,0.8756,0.6653,0.3125,8.7
California,Los Angeles County,06037141305,Census Tract 1413.05; Los Angeles County; California,2878,13.3,12.4,3.9,2.6,3.5,0.5723,0.3957,0.2697,0.0159,0.3307,0.4092,0.1807,0.184,2.1
California,Los Angeles County,06037141306,Census Tract 1413.06; Los Angeles County; California,3076,4.0,9.0,8.1,1.2,8.3,0.211,0.1923,0.1455,0.0229,0.1888,0.7208,0.3183,0.0887,0.9
California,Los Angeles County,06037141400,Census Tract 1414; Los Angeles County; California,5019,10.4,16.5,12.2,3.2,15.2,0.3124,0.6185,0.3223,0.5319,0.168,0.8932,0.6857,0.441,8.2
California,Los Angeles County,06037141500,Census Tract 1415; Los Angeles County; California,3017,3.5,20.9,10.1,0.0,0.9,0.0127,0.7959,0.0,0.0831,0.0382,0.1172,0.0209,0.0018,1.0
California,Los Angeles County,06037141600,Census Tract 1416; Los Angeles County; California,3853,8.8,22.0,6.6,1.8,4.5,0.1711,0.8267,0.1998,0.1827,0.0899,0.4934,0.0242,0.0384,1.1
California,Los Angeles County,06037141700,Census Tract 1417; Los Angeles County; California,3086,2.6,19.5,6.1,0.5,1.5,0.2346,0.7482,0.0702,0.0894,0.0107,0.1931,0.082,0.0603,4.4
California,Los Angeles County,06037143101,Census Tract 1431.01; Los Angeles County; California,2074,8.9,24.4,14.5,0.0,11.6,0.1601,0.8791,0.0,0.193,0.1489,0.8269,0.6033,0.249,0.0
California,Los Angeles County,06037143102,Census Tract 1431.02; Los Angeles County; California,2337,6.2,7.5,4.0,4.4,1.7,0.3153,0.1144,0.4044,0.0337,0.1739,0.2179,0.2179,0.1102,7.9
California,Los Angeles County,06037143200,Census Tract 1432; Los Angeles County; California,4235,18.7,7.3,5.7,4.2,5.0,0.6702,0.1038,0.3922,0.0093,0.3172,0.5331,0.523,0.329,3.5
California,Los Angeles County,06037143301,Census Tract 1433.01; Los Angeles County; California,3385,11.1,16.8,9.0,0.2,6.2,0.3343,0.6334,0.0421,0.146,0.173,0.6141,0.4752,0.2787,6.9
California,Los Angeles County,06037143302,Census Tract 1433.02; Los Angeles County; California,3258,13.3,21.0,9.0,5.2,1.4,0.4639,0.7991,0.4552,0.195,0.0871,0.1803,0.5154,0.3615,6.8
California,Los Angeles County,06037143401,Census Tract 1434.01; Los Angeles County; California,5478,8.1,17.8,13.7,2.2,14.1,0.3394,0.6795,0.2364,0.5332,0.1332,0.8773,0.5047,0.3897,16.3
California,Los Angeles County,06037143402,Census Tract 1434.02; Los Angeles County; California,1844,4.2,10.7,3.5,2.9,3.1,0.4166,0.2878,0.2975,0.0577,0.0057,0.3708,0.1397,0.1259,6.1
California,Los Angeles County,06037143500,Census Tract 1435; Los Angeles County; California,5328,6.8,15.5,5.2,0.0,4.2,0.2433,0.5689,0.0,0.0789,0.0819,0.4678,0.4836,0.1913,6.7
California,Los Angeles County,06037143602,Census Tract 1436.02; Los Angeles County; California,4734,15.1,17.4,7.0,3.7,6.5,0.5251,0.661,0.3586,0.0828,0.1229,0.6322,0.7163,0.4138,3.9
California,Los Angeles County,06037143603,Census Tract 1436.03; Los Angeles County; California,2459,15.1,10.5,5.2,4.2,1.8,0.3752,0.2743,0.3922,0.0213,0.2136,0.2296,0.1821,0.1033,3.6
California,Los Angeles County,06037143605,Census Tract 1436.05; Los Angeles County; California,1827,15.9,1.6,6.7,1.2,9.2,0.5845,0.009,0.1455,0.0022,0.2373,0.7548,0.6083,0.2567,4.3
California,Los Angeles County,06037143606,Census Tract 1436.06; Los Angeles County; California,1695,13.0,3.0,6.2,2.1,4.9,0.3937,0.0149,0.2273,0.0033,0.2062,0.5267,0.3084,0.0968,2.9
California,Los Angeles County,06037143700,Census Tract 1437; Los Angeles County; California,3438,10.6,16.3,6.7,0.3,0.0,0.2857,0.6083,0.0509,0.0509,0.1094,0.0,0.1985,0.1065,1.9
California,Los Angeles County,06037143801,Census Tract 1438.01; Los Angeles County; California,3411,7.0,11.6,3.5,0.0,3.6,0.1985,0.3448,0.0,0.0541,0.19,0.4191,0.1264,0.0637,1.1
California,Los Angeles County,06037143802,Census Tract 1438.02; Los Angeles County; California,2239,14.6,26.0,12.6,0.0,8.2,0.4687,0.9052,0.0,0.2837,0.0911,0.7165,0.3758,0.3456,6.1
California,Los Angeles County,06037143901,Census Tract 1439.01; Los Angeles County; California,4222,4.7,18.6,4.1,3.2,0.8,0.0856,0.7149,0.3223,0.351,0.1174,0.1055,0.0935,0.0761,3.3
California,Los Angeles County,06037143902,Census Tract 1439.02; Los Angeles County; California,3053,11.3,17.6,8.2,0.6,3.2,0.3119,0.6698,0.0829,0.3431,0.1751,0.3803,0.1992,0.2312,1.2
California,Los Angeles County,06037181000,Census Tract 1810; Los Angeles County; California,5992,15.9,17.4,9.0,2.8,2.2,0.2242,0.661,0.2871,0.3302,0.4151,0.2745,0.2163,0.2251,3.5
California,Los Angeles County,06037181300,Census Tract 1813; Los Angeles County; California,3971,10.8,15.6,9.0,5.4,3.0,0.3397,0.5741,0.4659,0.1958,0.5429,0.3607,0.4358,0.3373,4.9
California,Los Angeles County,06037181400,Census Tract 1814; Los Angeles County; California,4655,10.5,15.7,10.7,5.7,4.7,0.3902,0.5795,0.4831,0.6117,0.5709,0.5101,0.9488,0.6668,4.9
California,Los Angeles County,06037181500,Census Tract 1815; Los Angeles County; California,4106,17.1,21.4,10.6,8.3,6.8,0.4354,0.8106,0.6015,0.6632,0.5486,0.6485,0.264,0.4459,1.8
California,Los Angeles County,06037181600,Census Tract 1816; Los Angeles County; California,4438,4.0,7.3,9.3,4.5,12.2,0.3031,0.1038,0.4119,0.0833,0.5384,0.8409,0.7061,0.355,5.4
California,Los Angeles County,06037183101,Census Tract 1831.01; Los Angeles County; California,2741,18.7,19.4,8.1,14.0,6.2,0.6159,0.7444,0.771,0.3408,0.6033,0.6141,0.1781,0.4289,9.9
California,Los Angeles County,06037183103,Census Tract 1831.03; Los Angeles County; California,4548,17.4,8.9,6.3,10.6,9.0,0.6798,0.1859,0.6805,0.228,0.648,0.7464,0.4976,0.5512,5.2
California,Los Angeles County,06037183104,Census Tract 1831.04; Los Angeles County; California,1902,18.5,21.6,12.5,5.0,8.2,0.4503,0.8159,0.4443,0.4804,0.5579,0.7165,0.4221,0.4646,11.6
California,Los Angeles County,06037183220,Census Tract 1832.20; Los Angeles County; California,3118,17.3,16.8,11.6,15.0,7.6,0.5736,0.6334,0.7931,0.6459,0.6144,0.6902,0.7789,0.6866,8.1
California,Los Angeles County,06037183221,Census Tract 1832.21; Los Angeles County; California,3514,24.6,10.8,7.4,9.9,8.2,0.7907,0.2946,0.6586,0.3173,0.6391,0.7165,0.5172,0.6394,6.4
California,Los Angeles County,06037183222,Census Tract 1832.22; Los Angeles County; California,3616,15.5,22.5,13.8,8.2,6.6,0.5445,0.8408,0.5969,0.6484,0.4586,0.6374,0.4059,0.5303,6.4
California,Los Angeles County,06037183300,Census Tract 1833; Los Angeles County; California,3231,14.0,14.5,10.3,10.0,10.8,0.558,0.5149,0.6614,0.5278,0.6801,0.8063,0.3463,0.5213,10.9
California,Los Angeles County,06037183401,Census Tract 1834.01; Los Angeles County; California,2416,25.5,20.4,14.1,13.1,10.1,0.6355,0.7807,0.7506,0.6204,0.637,0.7859,0.9238,0.7775,7.9
California,Los Angeles County,06037183402,Census Tract 1834.02; Los Angeles County; California,2939,21.8,13.1,9.4,9.5,6.2,0.6512,0.438,0.6452,0.2012,0.6066,0.6141,0.7769,0.6143,5.7
California,Los Angeles County,06037183510,Census Tract 1835.10; Los Angeles County; California,2346,8.8,15.3,9.1,12.0,2.2,0.6159,0.5581,0.7199,0.6229,0.6087,0.2745,0.1951,0.5077,10.8
California,Los Angeles County,06037183520,Census Tract 1835.20; Los Angeles County; California,3850,23.2,13.1,9.8,16.5,11.2,0.7903,0.438,0.8238,0.624,0.8019,0.8186,0.9085,0.8571,7.0
California,Los Angeles County,06037183610,Census Tract 1836.10; Los Angeles County; California,3042,36.3,12.4,15.5,11.7,10.0,0.9106,0.3957,0.7121,0.6713,0.6507,0.782,0.9869,0.9476,9.7
California,Los Angeles County,06037183620,Census Tract 1836.20; Los Angeles County; California,3038,27.7,12.8,12.6,18.7,7.8,0.7438,0.421,0.8634,0.6169,0.6011,0.6976,0.5894,0.7018,6.7
California,Los Angeles County,06037183701,Census Tract 1837.01; Los Angeles County; California,3181,31.0,13.7,8.6,5.0,8.5,0.872,0.4709,0.4443,0.1592,0.6335,0.7278,0.5634,0.6506,15.0
California,Los Angeles County,06037183702,Census Tract 1837.02; Los Angeles County; California,3074,11.6,11.8,12.7,6.3,4.2,0.4573,0.3577,0.5117,0.3073,0.6087,0.4678,0.546,0.4716,6.0
California,Los Angeles County,06037183810,Census Tract 1838.10; Los Angeles County; California,4259,35.1,10.6,10.1,20.8,14.1,0.8679,0.2816,0.8914,0.4305,0.6432,0.8773,0.8971,0.8289,6.0
California,Los Angeles County,06037183820,Census Tract 1838.20; Los Angeles County; California,3352,22.2,4.4,9.0,25.3,11.6,0.8789,0.031,0.9389,0.1226,0.833,0.8269,0.5871,0.6722,8.6
California,Los Angeles County,06037185101,Census Tract 1851.01; Los Angeles County; California,2780,14.1,15.8,15.4,14.3,5.3,0.7667,0.5842,0.7785,0.6411,0.5209,0.5544,0.746,0.7552,5.3
California,Los Angeles County,06037185102,Census Tract 1851.02; Los Angeles County; California,3542,10.2,15.2,9.4,2.2,0.9,0.316,0.5518,0.2364,0.0645,0.2262,0.1172,0.2996,0.1758,0.0
California,Los Angeles County,06037185202,Census Tract 1852.02; Los Angeles County; California,4098,19.9,10.5,8.7,12.8,7.7,0.525,0.2743,0.7422,0.4001,0.4159,0.6939,0.4044,0.4577,11.7
California,Los Angeles County,06037185203,Census Tract 1852.03; Los Angeles County; California,2696,29.0,10.2,8.0,15.8,8.8,0.7158,0.2575,0.8102,0.1193,0.7507,0.7403,0.7429,0.6243,8.2
California,Los Angeles County,06037185204,Census Tract 1852.04; Los Angeles County; California,1778,29.0,21.9,8.9,5.6,2.6,0.5118,0.8238,0.4777,0.3982,0.4893,0.3182,0.2599,0.4097,4.2
California,Los Angeles County,06037185310,Census Tract 1853.10; Los Angeles County; California,2897,25.2,14.0,8.9,20.7,9.6,0.6812,0.4871,0.8908,0.657,0.8432,0.7696,0.3781,0.6479,15.6
California,Los Angeles County,06037185320,Census Tract 1853.20; Los Angeles County; California,2735,34.2,11.7,10.5,22.2,10.9,0.8653,0.351,0.9074,0.6166,0.75,0.8091,0.9018,0.8791,18.4
California,Los Angeles County,06037186100,Census Tract 1861; Los Angeles County; California,4725,7.7,13.9,8.1,5.5,2.4,0.3059,0.4827,0.472,0.0843,0.4552,0.3,0.143,0.1533,5.5
California,Los Angeles County,06037186201,Census Tract 1862.01; Los Angeles County; California,3382,15.5,25.4,23.1,9.3,17.5,0.5022,0.8951,0.6384,0.6346,0.6961,0.9216,0.6312,0.608,8.6
California,Los Angeles County,06037186202,Census Tract 1862.02; Los Angeles County; California,1676,13.9,15.3,15.2,6.7,10.8,0.3834,0.5581,0.5329,0.3444,0.6582,0.8063,0.7884,0.5289,1.5
California,Los Angeles County,06037186203,Census Tract 1862.03; Los Angeles County; California,2991,8.4,15.2,8.7,11.7,0.2,0.4752,0.5518,0.7121,0.4836,0.4499,0.0622,0.1357,0.3435,5.6
California,Los Angeles County,06037186301,Census Tract 1863.01; Los Angeles County; California,2619,29.0,13.0,12.3,19.9,5.9,0.8944,0.4319,0.8793,0.9121,0.6978,0.5944,0.6414,0.8746,3.6
California,Los Angeles County,06037186302,Census Tract 1863.02; Los Angeles County; California,4850,13.1,17.2,8.2,5.3,1.5,0.547,0.6505,0.4599,0.2077,0.4527,0.1931,0.2682,0.3754,1.4
California,Los Angeles County,06037186401,Census Tract 1864.01; Los Angeles County; California,2692,23.2,11.9,12.0,21.0,14.6,0.7882,0.3642,0.8933,0.8509,0.8555,0.8849,0.6841,0.8334,10.9
California,Los Angeles County,06037186403,Census Tract 1864.03; Los Angeles County; California,2608,13.9,14.6,11.3,13.6,8.1,0.5436,0.5192,0.7634,0.7235,0.7982,0.7121,0.9179,0.7731,10.8
California,Los Angeles County,06037186404,Census Tract 1864.04; Los Angeles County; California,2663,32.3,6.8,12.9,14.4,4.1,0.8898,0.0862,0.7807,0.7793,0.668,0.46,0.6994,0.8427,7.6
California,Los Angeles County,06037187101,Census Tract 1871.01; Los Angeles County; California,3029,11.6,22.8,18.3,10.2,6.6,0.4147,0.8476,0.6682,0.5689,0.5645,0.6374,0.3395,0.4424,6.5
California,Los Angeles County,06037187102,Census Tract 1871.02; Los Angeles County; California,4637,34.0,14.9,15.1,14.1,2.1,0.6126,0.5344,0.7735,0.6192,0.72,0.2632,0.603,0.6591,5.6
California,Los Angeles County,06037187200,Census Tract 1872; Los Angeles County; California,2668,20.7,16.0,15.9,13.1,3.8,0.7429,0.5954,0.7506,0.4893,0.6044,0.4348,0.3462,0.5946,7.7
California,Los Angeles County,06037187300,Census Tract 1873; Los Angeles County; California,3678,10.9,10.5,6.7,1.4,6.0,0.4701,0.2743,0.1643,0.0428,0.2669,0.6009,0.2192,0.1976,1.5
California,Los Angeles County,06037188100,Census Tract 1881; Los Angeles County; California,3729,18.8,18.9,14.0,13.9,2.7,0.6781,0.7249,0.7687,0.4362,0.4715,0.3286,0.4983,0.581,5.2
California,Los Angeles County,06037188201,Census Tract 1882.01; Los Angeles County; California,3027,11.5,9.1,6.0,1.6,3.5,0.3658,0.1969,0.1839,0.0358,0.1595,0.4092,0.4751,0.2063,3.0
California,Los Angeles County,06037188202,Census Tract 1882.02; Los Angeles County; California,3024,9.1,17.4,7.5,0.4,1.0,0.202,0.661,0.0607,0.05,0.2706,0.1284,0.1477,0.0731,3.9
California,Los Angeles County,06037188300,Census Tract 1883; Los Angeles County; California,3475,12.2,21.7,5.9,4.2,7.4,0.2374,0.8188,0.3922,0.1295,0.4075,0.68,0.3712,0.2254,7.8
California,Los Angeles County,06037189101,Census Tract 1891.01; Los Angeles County; California,2328,14.3,14.3,12.8,4.5,15.0,0.3722,0.5046,0.4119,0.1445,0.1248,0.8905,0.3725,0.2579,2.7
California,Los Angeles County,06037189102,Census Tract 1891.02; Los Angeles County; California,3858,11.2,11.7,6.8,0.8,3.9,0.3271,0.351,0.1045,0.0179,0.1194,0.4418,0.3409,0.1183,5.7
California,Los Angeles County,06037189201,Census Tract 1892.01; Los Angeles County; California,2908,26.2,13.2,10.3,9.9,19.4,0.6539,0.4449,0.6586,0.1438,0.197,0.9364,0.5085,0.4562,7.8
California,Los Angeles County,06037189202,Census Tract 1892.02; Los Angeles County; California,2948,8.6,15.0,7.1,1.2,4.9,0.2616,0.5403,0.1455,0.0654,0.1999,0.5267,0.3228,0.1574,2.6
California,Los Angeles County,06037189300,Census Tract 1893; Los Angeles County; California,2930,12.7,25.2,4.5,1.7,6.7,0.4626,0.8925,0.1907,0.0733,0.1174,0.6424,0.0709,0.1295,6.1
California,Los Angeles County,06037189400,Census Tract 1894; Los Angeles County; California,3017,10.9,14.3,7.4,1.2,2.3,0.261,0.5046,0.1455,0.0546,0.1129,0.2877,0.1113,0.0676,0.0
California,Los Angeles County,06037189501,Census Tract 1895.01; Los Angeles County; California,2182,13.4,10.8,4.2,0.0,6.6,0.4117,0.2946,0.0,0.0034,0.0394,0.6374,0.3317,0.0938,0.6
California,Los Angeles County,06037189502,Census Tract 1895.02; Los Angeles County; California,1875,24.0,13.7,9.8,3.0,28.7,0.8187,0.4709,0.3051,0.0399,0.3192,0.9728,0.7484,0.5534,8.8
California,Los Angeles County,06037189600,Census Tract 1896; Los Angeles County; California,3693,17.9,10.8,6.7,2.7,10.8,0.4913,0.2946,0.2775,0.0134,0.1355,0.8063,0.7207,0.2899,2.8
California,Los Angeles County,06037189702,Census Tract 1897.02; Los Angeles County; California,2283,17.7,19.0,13.8,2.4,18.8,0.4327,0.7293,0.2542,0.1627,0.0421,0.9319,0.7593,0.4101,7.1
California,Los Angeles County,06037189703,Census Tract 1897.03; Los Angeles County; California,1872,8.2,13.5,12.3,2.0,4.8,0.4038,0.4595,0.2186,0.142,0.2373,0.5191,0.3821,0.2896,9.4
California,Los Angeles County,06037189704,Census Tract 1897.04; Los Angeles County; California,1561,9.7,20.1,14.2,4.9,0.9,0.101,0.7705,0.4378,0.553,0.0927,0.1172,0.1485,0.1437,0.0
California,Los Angeles County,06037189801,Census Tract 1898.01; Los Angeles County; California,1781,6.2,19.3,9.5,2.8,16.4,0.3642,0.7413,0.2871,0.081,0.0741,0.907,0.6633,0.3018,12.8
California,Los Angeles County,06037189802,Census Tract 1898.02; Los Angeles County; California,1857,23.2,27.9,14.7,2.1,14.1,0.7133,0.927,0.2273,0.5103,0.1668,0.8773,0.8033,0.6777,15.3
California,Los Angeles County,06037189903,Census Tract 1899.03; Los Angeles County; California,2235,14.0,11.4,11.3,3.7,8.9,0.5654,0.3347,0.3586,0.0466,0.0938,0.7433,0.4744,0.3142,3.4
California,Los Angeles County,06037189904,Census Tract 1899.04; Los Angeles County; California,2316,26.9,7.3,12.8,10.2,16.4,0.8069,0.1038,0.6682,0.0925,0.2186,0.907,0.712,0.5738,6.0
California,Los Angeles County,06037189905,Census Tract 1899.05; Los Angeles County; California,2412,16.8,15.0,10.5,3.7,9.5,0.4524,0.5403,0.3586,0.1487,0.2186,0.7654,0.8165,0.4617,2.7
California,Los Angeles County,06037189906,Census Tract 1899.06; Los Angeles County; California,2448,14.8,4.1,5.2,4.5,10.9,0.442,0.0257,0.4119,0.0107,0.2408,0.8091,0.8279,0.3114,4.1
California,Los Angeles County,06037189907,Census Tract 1899.07; Los Angeles County; California,2429,12.3,8.8,9.7,1.3,11.9,0.422,0.1803,0.1557,0.019,0.2776,0.8348,0.6801,0.2788,6.2
California,Los Angeles County,06037190101,Census Tract 1901.01; Los Angeles County; California,1731,31.6,6.9,2.6,3.4,21.5,0.6178,0.0894,0.3366,0.0041,0.3595,0.949,0.8519,0.399,10.0
California,Los Angeles County,06037190102,Census Tract 1901.02; Los Angeles County; California,2657,20.5,9.4,5.3,14.6,8.9,0.727,0.2122,0.7846,0.0688,0.3335,0.7433,0.7867,0.5569,3.0
California,Los Angeles County,06037190201,Census Tract 1902.01; Los Angeles County; California,3031,45.5,9.5,13.0,15.7,43.3,0.9603,0.2179,0.8087,0.2245,0.4835,0.9896,0.9594,0.8562,20.8
California,Los Angeles County,06037190202,Census Tract 1902.02; Los Angeles County; California,2860,26.4,19.8,17.7,7.0,40.8,0.7498,0.7593,0.5454,0.3313,0.4455,0.9883,0.4313,0.5688,16.8
California,Los Angeles County,06037190302,Census Tract 1903.02; Los Angeles County; California,2967,30.3,19.9,10.9,9.0,19.6,0.7861,0.7629,0.6289,0.5568,0.3399,0.9381,0.9643,0.8238,13.3
California,Los Angeles County,06037190303,Census Tract 1903.03; Los Angeles County; California,2514,41.3,14.7,24.5,19.2,46.5,0.9427,0.5235,0.8705,0.4294,0.1385,0.9916,0.8701,0.8018,6.1
California,Los Angeles County,06037190401,Census Tract 1904.01; Los Angeles County; California,2845,22.6,19.2,16.0,13.4,27.5,0.7767,0.7379,0.7577,0.4692,0.2762,0.9697,0.8893,0.7486,8.8
California,Los Angeles County,06037190402,Census Tract 1904.02; Los Angeles County; California,2194,25.2,12.5,13.3,13.3,16.4,0.5407,0.402,0.7557,0.4536,0.19,0.907,0.7691,0.5642,8.0
California,Los Angeles County,06037190510,Census Tract 1905.10; Los Angeles County; California,3974,34.7,10.9,8.3,15.5,25.0,0.9054,0.3011,0.805,0.1363,0.5375,0.9626,0.9222,0.7773,2.0
California,Los Angeles County,06037190520,Census Tract 1905.20; Los Angeles County; California,3617,33.8,15.2,11.1,17.7,27.2,0.683,0.5518,0.8466,0.5053,0.4741,0.9685,0.8864,0.7335,7.9
California,Los Angeles County,06037190701,Census Tract 1907.01; Los Angeles County; California,1629,35.5,23.1,29.1,18.4,36.9,0.7249,0.8525,0.8579,0.9498,0.3944,0.9854,0.9595,0.8983,13.7
California,Los Angeles County,06037190702,Census Tract 1907.02; Los Angeles County; California,1154,9.4,12.0,9.2,6.3,18.5,0.6257,0.3713,0.5117,0.0571,0.3366,0.9295,0.5216,0.4077,19.7
California,Los Angeles County,06037190801,Census Tract 1908.01; Los Angeles County; California,3200,47.3,19.6,22.2,15.1,32.4,0.8905,0.7525,0.7963,0.689,0.5274,0.9798,0.9596,0.9069,16.8
California,Los Angeles County,06037190802,Census Tract 1908.02; Los Angeles County; California,2794,38.5,8.7,14.0,9.0,17.9,0.8221,0.1738,0.6289,0.1113,0.4103,0.9245,0.8774,0.6856,15.8
California,Los Angeles County,06037190901,Census Tract 1909.01; Los Angeles County; California,3609,46.4,10.0,15.7,35.9,28.6,0.9795,0.2446,0.9881,0.5785,0.6934,0.9725,0.9998,0.9876,21.4
California,Los Angeles County,06037190902,Census Tract 1909.02; Los Angeles County; California,3754,28.0,9.7,14.5,19.8,23.3,0.8753,0.2287,0.8782,0.5923,0.574,0.9573,0.8455,0.8345,4.7
California,Los Angeles County,06037191000,Census Tract 1910; Los Angeles County; California,5141,23.1,6.8,9.9,7.3,18.0,0.7425,0.0862,0.5596,0.0456,0.4985,0.9257,0.8744,0.6003,5.4
California,Los Angeles County,06037191110,Census Tract 1911.10; Los Angeles County; California,3584,59.0,26.3,12.0,11.8,32.4,0.8358,0.9084,0.7153,0.4277,0.2107,0.9798,0.9403,0.7875,20.0
California,Los Angeles County,06037191120,Census Tract 1911.20; Los Angeles County; California,3892,30.2,17.0,16.3,17.9,19.2,0.9287,0.6417,0.8509,0.8783,0.5632,0.9355,0.9586,0.9551,12.2
California,Los Angeles County,06037191201,Census Tract 1912.01; Los Angeles County; California,5729,41.1,19.1,14.6,11.1,26.1,0.9225,0.7338,0.6931,0.4631,0.291,0.9658,0.9633,0.8623,14.9
California,Los Angeles County,06037191203,Census Tract 1912.03; Los Angeles County; California,2168,30.2,18.9,11.0,18.6,28.3,0.8774,0.7249,0.8618,0.8086,0.5765,0.972,0.848,0.8838,6.9
California,Los Angeles County,06037191204,Census Tract 1912.04; Los Angeles County; California,1480,27.4,16.0,8.4,11.1,14.4,0.7096,0.5954,0.6931,0.2806,0.5592,0.8825,0.9843,0.7832,17.1
California,Los Angeles County,06037191301,Census Tract 1913.01; Los Angeles County; California,1993,35.4,20.7,11.2,13.6,25.8,0.866,0.7905,0.7634,0.5026,0.6153,0.9648,0.8594,0.8244,16.1
California,Los Angeles County,06037191302,Census Tract 1913.02; Los Angeles County; California,1736,30.6,6.9,5.8,9.8,15.8,0.8373,0.0894,0.6546,0.026,0.4931,0.9008,0.927,0.6455,6.8
California,Los Angeles County,06037191410,Census Tract 1914.10; Los Angeles County; California,3409,39.9,11.9,12.5,23.6,26.6,0.9237,0.3642,0.9229,0.7568,0.7071,0.9671,0.9736,0.9537,23.1
California,Los Angeles County,06037191420,Census Tract 1914.20; Los Angeles County; California,3285,18.0,4.1,8.6,25.7,20.0,0.8361,0.0257,0.941,0.2537,0.6764,0.9412,0.8621,0.7658,6.8
California,Los Angeles County,06037191500,Census Tract 1915; Los Angeles County; California,5683,18.9,12.0,9.1,27.6,11.4,0.8394,0.3713,0.9563,0.5693,0.6191,0.8225,0.9111,0.8485,7.7
California,Los Angeles County,06037191610,Census Tract 1916.10; Los Angeles County; California,3999,36.1,8.4,6.8,22.0,24.6,0.87,0.1562,0.9048,0.4785,0.6582,0.9612,0.9493,0.8666,12.0
California,Los Angeles County,06037191620,Census Tract 1916.20; Los Angeles County; California,2768,34.6,13.7,10.4,33.2,18.5,0.917,0.4709,0.9804,0.9028,0.7153,0.9295,0.9663,0.9692,18.0
